totalTickets,eventdate,distance,atm
0,4/24/2013,805.2,CA1530
0,4/25/2013,805.2,CA1530
0,4/28/2013,805.2,CA1530
0,4/14/2013,805.2,CA1530
49,5/19/2013,2151.04,CA1530
1,6/21/2013,2248.85,CA1530
87,8/5/2013,2151.04,CA1530
33,5/17/2013,2248.85,CA1530
2,5/12/2013,1672.62,CA1530
4,5/13/2013,404.04,CA1530
1,5/11/2013,404.04,CA1530
15,5/17/2013,404.04,CA1530
18,5/11/2013,2151.04,CA1530
52,6/28/2013,2151.04,CA1530
48,5/12/2013,2151.04,CA1530
98,5/13/2013,2151.04,CA1530
0,4/25/2013,2161.56,CA1540
0,4/25/2013,2161.56,CA1540
0,5/1/2013,2161.56,CA1540
0,5/2/2013,2161.56,CA1540
0,5/2/2013,2161.56,CA1540
0,5/1/2013,2161.56,CA1540
0,5/3/2013,2161.56,CA1540
0,5/3/2013,2161.56,CA1540
0,4/17/2013,2983.89,CA1540
0,5/27/2013,1690.46,CA1540
10,7/24/2013,1690.46,CA1540
0,4/25/2013,2161.56,CA1541
0,4/25/2013,2161.56,CA1541
0,5/1/2013,2161.56,CA1541
0,5/2/2013,2161.56,CA1541
0,5/2/2013,2161.56,CA1541
0,5/1/2013,2161.56,CA1541
0,5/3/2013,2161.56,CA1541
0,5/3/2013,2161.56,CA1541
0,4/17/2013,2983.89,CA1541
0,5/27/2013,1690.46,CA1541
10,7/24/2013,1690.46,CA1541
14,5/24/2013,1747.11,CA1614
14,6/1/2013,1747.11,CA1614
14,5/22/2013,1747.11,CA1614
0,4/27/2013,1747.11,CA1614
0,4/26/2013,1747.11,CA1614
0,5/9/2013,1747.11,CA1614
0,5/15/2014,1747.11,CA1614
0,4/13/2013,1747.11,CA1614
0,4/28/2013,1747.11,CA1614
0,4/29/2013,1747.11,CA1614
8,5/15/2013,1747.11,CA1614
0,5/14/2013,1747.11,CA1614
0,5/11/2013,1747.11,CA1614
14,5/24/2013,1747.11,CA1615
14,6/1/2013,1747.11,CA1615
14,5/22/2013,1747.11,CA1615
0,4/27/2013,1747.11,CA1615
0,4/26/2013,1747.11,CA1615
0,5/9/2013,1747.11,CA1615
0,5/15/2014,1747.11,CA1615
0,4/13/2013,1747.11,CA1615
0,4/28/2013,1747.11,CA1615
0,4/29/2013,1747.11,CA1615
8,5/15/2013,1747.11,CA1615
0,5/14/2013,1747.11,CA1615
0,5/11/2013,1747.11,CA1615
0,4/25/2013,2161.56,CA1616
0,4/25/2013,2161.56,CA1616
0,5/1/2013,2161.56,CA1616
0,5/2/2013,2161.56,CA1616
0,5/2/2013,2161.56,CA1616
0,5/1/2013,2161.56,CA1616
0,5/3/2013,2161.56,CA1616
0,5/3/2013,2161.56,CA1616
0,4/17/2013,2983.89,CA1616
0,5/27/2013,1690.46,CA1616
10,7/24/2013,1690.46,CA1616
0,4/25/2013,2161.56,CA1617
0,4/25/2013,2161.56,CA1617
0,5/1/2013,2161.56,CA1617
0,5/2/2013,2161.56,CA1617
0,5/2/2013,2161.56,CA1617
0,5/1/2013,2161.56,CA1617
0,5/3/2013,2161.56,CA1617
0,5/3/2013,2161.56,CA1617
0,4/17/2013,2983.89,CA1617
0,5/27/2013,1690.46,CA1617
10,7/24/2013,1690.46,CA1617
0,4/25/2013,2161.56,CA1618
0,4/25/2013,2161.56,CA1618
0,5/1/2013,2161.56,CA1618
0,5/2/2013,2161.56,CA1618
0,5/2/2013,2161.56,CA1618
0,5/1/2013,2161.56,CA1618
0,5/3/2013,2161.56,CA1618
0,5/3/2013,2161.56,CA1618
0,4/17/2013,2983.89,CA1618
0,5/27/2013,1690.46,CA1618
10,7/24/2013,1690.46,CA1618
14,5/24/2013,1747.11,CA1624
14,6/1/2013,1747.11,CA1624
14,5/22/2013,1747.11,CA1624
0,4/27/2013,1747.11,CA1624
0,4/26/2013,1747.11,CA1624
0,5/9/2013,1747.11,CA1624
0,5/15/2014,1747.11,CA1624
0,4/13/2013,1747.11,CA1624
0,4/28/2013,1747.11,CA1624
0,4/29/2013,1747.11,CA1624
8,5/15/2013,1747.11,CA1624
0,5/14/2013,1747.11,CA1624
0,5/11/2013,1747.11,CA1624
0,5/26/2013,404.04,CA1680
0,6/1/2013,404.04,CA1680
4,5/19/2013,1672.62,CA1680
10,6/29/2013,404.04,CA1680
10,6/9/2013,404.04,CA1680
22,5/23/2013,2248.85,CA1680
4,5/19/2013,404.04,CA1680
0,4/21/2013,404.04,CA1680
92,7/10/2013,1672.62,CA1680
79,5/30/2013,2248.85,CA1680
0,4/18/2013,2151.04,CA1680
61,6/15/2013,2151.04,CA1680
0,4/16/2013,2151.04,CA1680
14,5/20/2013,2248.85,CA1680
0,5/2/2013,2248.85,CA1680
14,6/2/2013,2151.04,CA1680
0,4/24/2013,2151.04,CA1680
0,4/28/2013,2151.04,CA1680
0,5/4/2013,2151.04,CA1680
0,4/17/2013,2248.85,CA1680
0,5/7/2013,2151.04,CA1680
0,5/5/2013,2151.04,CA1680
0,4/12/2013,2151.04,CA1680
58,6/1/2013,2151.04,CA1680
10,9/28/2013,1722.65,CA1680
0,4/13/2013,404.04,CA1680
0,4/13/2013,2151.04,CA1680
8,6/23/2013,2151.04,CA1680
0,4/27/2013,404.04,CA1680
0,4/22/2013,2248.85,CA1680
0,11/26/2014,2151.04,CA1680
0,5/26/2013,404.04,CA1680
6,7/29/2013,2151.04,CA1680
0,4/18/2013,2248.85,CA1680
0,4/20/2013,2151.04,CA1680
87,8/3/2013,2151.04,CA1680
0,4/17/2013,2151.04,CA1680
84,6/21/2013,2151.04,CA1680
164,8/8/2013,1672.62,CA1680
98,8/4/2013,2151.04,CA1680
68,8/10/2013,2151.04,CA1680
0,4/12/2013,805.2,CA1680
0,4/11/2013,805.2,CA1680
0,4/10/2013,805.2,CA1680
0,4/13/2013,805.2,CA1680
0,4/14/2013,805.2,CA1680
0,4/13/2013,805.2,CA1680
0,4/20/2013,805.2,CA1680
0,4/19/2013,805.2,CA1680
0,4/26/2013,805.2,CA1680
0,4/21/2013,805.2,CA1680
0,4/28/2013,805.2,CA1680
0,4/27/2013,805.2,CA1680
0,4/29/2013,805.2,CA1680
0,4/27/2013,805.2,CA1680
0,4/15/2013,805.2,CA1680
0,4/17/2013,805.2,CA1680
0,4/18/2013,805.2,CA1680
0,4/20/2013,805.2,CA1680
0,4/21/2013,805.2,CA1680
0,4/22/2013,805.2,CA1680
0,4/24/2013,805.2,CA1680
0,4/25/2013,805.2,CA1680
0,4/28/2013,805.2,CA1680
0,4/14/2013,805.2,CA1680
49,5/19/2013,2151.04,CA1680
1,6/21/2013,2248.85,CA1680
87,8/5/2013,2151.04,CA1680
33,5/17/2013,2248.85,CA1680
2,5/12/2013,1672.62,CA1680
4,5/13/2013,404.04,CA1680
1,5/11/2013,404.04,CA1680
15,5/17/2013,404.04,CA1680
18,5/11/2013,2151.04,CA1680
52,6/28/2013,2151.04,CA1680
48,5/12/2013,2151.04,CA1680
98,5/13/2013,2151.04,CA1680
0,6/7/2013,2266.91,CA1687
0,6/8/2013,2266.91,CA1687
0,6/9/2013,2266.91,CA1687
0,6/10/2013,2266.91,CA1687
0,6/9/2013,2266.91,CA1687
6,6/8/2013,2266.91,CA1687
36,4/6/2014,1904.15,CA1687
121,2/6/2014,2266.91,CA1687
0,5/6/2013,1904.15,CA1687
60,5/25/2013,1904.15,CA1687
97,12/7/2013,2266.91,CA1687
0,5/9/2013,2266.91,CA1687
0,4/21/2013,2266.91,CA1687
0,5/16/2013,1904.15,CA1687
0,4/20/2013,1904.15,CA1687
0,4/21/2013,1904.15,CA1687
0,5/4/2013,2266.91,CA1687
50,5/26/2013,1904.15,CA1687
0,4/28/2013,1904.15,CA1687
34,5/18/2013,1904.15,CA1687
0,4/13/2013,1904.15,CA1687
96,10/27/2013,1904.15,CA1687
0,4/18/2013,1904.15,CA1687
128,5/30/2013,1904.15,CA1687
305,5/31/2013,1904.15,CA1687
2,7/22/2013,1904.15,CA1687
0,4/14/2013,1904.15,CA1687
0,4/17/2013,1585.17,CA1687
0,4/11/2013,1904.15,CA1687
245,8/30/2013,1904.15,CA1687
0,4/19/2013,1904.15,CA1687
118,7/14/2013,1904.15,CA1687
0,4/17/2013,1904.15,CA1687
352,5/17/2013,1904.15,CA1687
208,10/6/2013,1904.15,CA1687
624,6/17/2013,1904.15,CA1687
44,5/23/2013,1904.15,CA1687
48,10/8/2013,1904.15,CA1687
79,9/22/2013,1904.15,CA1687
156,10/19/2013,1904.15,CA1687
0,6/7/2013,2266.91,CA1688
0,6/8/2013,2266.91,CA1688
0,6/9/2013,2266.91,CA1688
0,6/10/2013,2266.91,CA1688
0,6/9/2013,2266.91,CA1688
6,6/8/2013,2266.91,CA1688
36,4/6/2014,1904.15,CA1688
121,2/6/2014,2266.91,CA1688
0,5/6/2013,1904.15,CA1688
60,5/25/2013,1904.15,CA1688
97,12/7/2013,2266.91,CA1688
0,5/9/2013,2266.91,CA1688
0,4/21/2013,2266.91,CA1688
0,5/16/2013,1904.15,CA1688
0,4/20/2013,1904.15,CA1688
0,4/21/2013,1904.15,CA1688
0,5/4/2013,2266.91,CA1688
50,5/26/2013,1904.15,CA1688
0,4/28/2013,1904.15,CA1688
34,5/18/2013,1904.15,CA1688
0,4/13/2013,1904.15,CA1688
96,10/27/2013,1904.15,CA1688
0,4/18/2013,1904.15,CA1688
128,5/30/2013,1904.15,CA1688
305,5/31/2013,1904.15,CA1688
2,7/22/2013,1904.15,CA1688
0,4/14/2013,1904.15,CA1688
0,4/17/2013,1585.17,CA1688
0,4/11/2013,1904.15,CA1688
245,8/30/2013,1904.15,CA1688
0,4/19/2013,1904.15,CA1688
118,7/14/2013,1904.15,CA1688
0,4/17/2013,1904.15,CA1688
352,5/17/2013,1904.15,CA1688
208,10/6/2013,1904.15,CA1688
624,6/17/2013,1904.15,CA1688
44,5/23/2013,1904.15,CA1688
48,10/8/2013,1904.15,CA1688
79,9/22/2013,1904.15,CA1688
156,10/19/2013,1904.15,CA1688
0,6/7/2013,2266.91,CA1689
0,6/8/2013,2266.91,CA1689
0,6/9/2013,2266.91,CA1689
0,6/10/2013,2266.91,CA1689
0,6/9/2013,2266.91,CA1689
6,6/8/2013,2266.91,CA1689
36,4/6/2014,1904.15,CA1689
121,2/6/2014,2266.91,CA1689
0,5/6/2013,1904.15,CA1689
60,5/25/2013,1904.15,CA1689
97,12/7/2013,2266.91,CA1689
0,5/9/2013,2266.91,CA1689
0,4/21/2013,2266.91,CA1689
0,5/16/2013,1904.15,CA1689
0,4/20/2013,1904.15,CA1689
0,4/21/2013,1904.15,CA1689
0,5/4/2013,2266.91,CA1689
50,5/26/2013,1904.15,CA1689
0,4/28/2013,1904.15,CA1689
34,5/18/2013,1904.15,CA1689
0,4/13/2013,1904.15,CA1689
96,10/27/2013,1904.15,CA1689
0,4/18/2013,1904.15,CA1689
128,5/30/2013,1904.15,CA1689
305,5/31/2013,1904.15,CA1689
2,7/22/2013,1904.15,CA1689
0,4/14/2013,1904.15,CA1689
0,4/17/2013,1585.17,CA1689
0,4/11/2013,1904.15,CA1689
245,8/30/2013,1904.15,CA1689
0,4/19/2013,1904.15,CA1689
118,7/14/2013,1904.15,CA1689
0,4/17/2013,1904.15,CA1689
352,5/17/2013,1904.15,CA1689
208,10/6/2013,1904.15,CA1689
624,6/17/2013,1904.15,CA1689
44,5/23/2013,1904.15,CA1689
48,10/8/2013,1904.15,CA1689
79,9/22/2013,1904.15,CA1689
156,10/19/2013,1904.15,CA1689
0,11/9/2013,2063.08,CA1725
18,6/23/2013,2063.08,CA1725
10,7/27/2013,2063.08,CA1725
22,6/22/2013,2063.08,CA1725
36,6/16/2013,2063.08,CA1725
0,4/28/2013,2063.08,CA1725
20,5/24/2013,2063.08,CA1725
0,4/21/2013,2063.08,CA1725
22,5/26/2013,2063.08,CA1725
65,5/19/2013,2063.08,CA1725
16,5/25/2013,2063.08,CA1725
0,5/9/2013,2063.08,CA1725
106,6/6/2013,2063.08,CA1725
6,9/19/2013,2063.08,CA1725
207,6/1/2013,2063.08,CA1725
24,5/28/2013,2063.08,CA1725
24,7/13/2013,2063.08,CA1725
66,8/11/2013,2063.08,CA1725
38,9/26/2013,2063.08,CA1725
8,5/13/2013,2063.08,CA1725
9,5/11/2013,2063.08,CA1725
20,6/3/2013,2063.08,CA1725
32,6/8/2013,2063.08,CA1725
60,6/13/2013,2063.08,CA1725
32,6/15/2013,2063.08,CA1725
125,5/16/2013,2063.08,CA1725
10,5/12/2013,2063.08,CA1725
0,11/9/2013,2063.08,CA1726
18,6/23/2013,2063.08,CA1726
10,7/27/2013,2063.08,CA1726
22,6/22/2013,2063.08,CA1726
36,6/16/2013,2063.08,CA1726
0,4/28/2013,2063.08,CA1726
20,5/24/2013,2063.08,CA1726
0,4/21/2013,2063.08,CA1726
22,5/26/2013,2063.08,CA1726
65,5/19/2013,2063.08,CA1726
16,5/25/2013,2063.08,CA1726
0,5/9/2013,2063.08,CA1726
106,6/6/2013,2063.08,CA1726
6,9/19/2013,2063.08,CA1726
207,6/1/2013,2063.08,CA1726
24,5/28/2013,2063.08,CA1726
24,7/13/2013,2063.08,CA1726
66,8/11/2013,2063.08,CA1726
38,9/26/2013,2063.08,CA1726
8,5/13/2013,2063.08,CA1726
9,5/11/2013,2063.08,CA1726
20,6/3/2013,2063.08,CA1726
32,6/8/2013,2063.08,CA1726
60,6/13/2013,2063.08,CA1726
32,6/15/2013,2063.08,CA1726
125,5/16/2013,2063.08,CA1726
10,5/12/2013,2063.08,CA1726
0,5/18/2013,2253.17,CA1776
1,5/31/2013,2538.53,CA1776
6,6/9/2013,2538.53,CA1776
0,5/5/2013,2538.53,CA1776
0,5/20/2013,2538.53,CA1776
0,4/22/2013,2538.53,CA1776
0,4/27/2013,2538.53,CA1776
0,5/2/2013,2538.53,CA1776
0,12/30/2013,2601.39,CA1783
0,5/31/2013,673.72,CA1783
0,6/7/2013,2793.58,CA1783
0,5/10/2013,2601.39,CA1783
6,5/20/2013,2601.39,CA1783
14,5/24/2013,2690.86,CA1783
18,6/8/2013,2793.58,CA1783
14,6/1/2013,2690.86,CA1783
18,5/18/2013,2601.39,CA1783
14,5/22/2013,2690.86,CA1783
0,4/27/2013,2690.86,CA1783
0,4/26/2013,2690.86,CA1783
0,5/9/2013,2690.86,CA1783
0,5/15/2014,2690.86,CA1783
18,5/24/2013,2793.58,CA1783
0,5/4/2013,2793.58,CA1783
10,5/31/2013,2793.58,CA1783
10,5/23/2013,2793.58,CA1783
10,5/22/2013,2793.58,CA1783
0,4/13/2013,2690.86,CA1783
0,4/28/2013,2690.86,CA1783
0,4/29/2013,2690.86,CA1783
6,6/14/2013,2793.58,CA1783
8,5/15/2013,2690.86,CA1783
0,5/11/2013,2793.58,CA1783
0,5/14/2013,2690.86,CA1783
6,5/15/2013,2793.58,CA1783
0,5/11/2013,2690.86,CA1783
0,12/30/2013,2601.39,CA1784
0,5/31/2013,673.72,CA1784
0,6/7/2013,2793.58,CA1784
0,5/10/2013,2601.39,CA1784
6,5/20/2013,2601.39,CA1784
14,5/24/2013,2690.86,CA1784
18,6/8/2013,2793.58,CA1784
14,6/1/2013,2690.86,CA1784
18,5/18/2013,2601.39,CA1784
14,5/22/2013,2690.86,CA1784
0,4/27/2013,2690.86,CA1784
0,4/26/2013,2690.86,CA1784
0,5/9/2013,2690.86,CA1784
0,5/15/2014,2690.86,CA1784
18,5/24/2013,2793.58,CA1784
0,5/4/2013,2793.58,CA1784
10,5/31/2013,2793.58,CA1784
10,5/23/2013,2793.58,CA1784
10,5/22/2013,2793.58,CA1784
0,4/13/2013,2690.86,CA1784
0,4/28/2013,2690.86,CA1784
0,4/29/2013,2690.86,CA1784
6,6/14/2013,2793.58,CA1784
8,5/15/2013,2690.86,CA1784
0,5/11/2013,2793.58,CA1784
0,5/14/2013,2690.86,CA1784
6,5/15/2013,2793.58,CA1784
0,5/11/2013,2690.86,CA1784
0,5/8/2013,1037.71,CA1789
0,5/8/2013,1037.71,CA1790
0,5/8/2013,1037.71,CA1791
0,5/19/2029,1452.12,CA1930
0,8/5/2013,1452.12,CA1930
0,5/19/2029,1452.12,CA1930
0,12/31/2014,1452.12,CA1930
407,12/31/2014,1452.12,CA1930
0,5/19/2029,1452.12,CA1932
0,8/5/2013,1452.12,CA1932
0,5/19/2029,1452.12,CA1932
0,12/31/2014,1452.12,CA1932
407,12/31/2014,1452.12,CA1932
0,5/19/2029,1452.12,CA1933
0,8/5/2013,1452.12,CA1933
0,5/19/2029,1452.12,CA1933
0,12/31/2014,1452.12,CA1933
407,12/31/2014,1452.12,CA1933
0,5/19/2029,1452.12,CA1934
0,8/5/2013,1452.12,CA1934
0,5/19/2029,1452.12,CA1934
0,12/31/2014,1452.12,CA1934
407,12/31/2014,1452.12,CA1934
0,5/8/2013,1037.71,CA1935
133,7/18/2013,1351.82,CA2063
127,7/24/2013,1351.82,CA2063
60,7/27/2013,1351.82,CA2063
0,6/1/2013,1706.62,CA2063
180,7/22/2013,1351.82,CA2063
252,7/23/2013,1351.82,CA2063
6,5/31/2013,2344.95,CA2144
14,6/21/2013,2344.95,CA2144
18,6/6/2013,2177.75,CA2144
12,5/25/2013,2177.75,CA2144
0,4/27/2013,2177.75,CA2144
0,5/3/2013,2344.95,CA2144
43,5/22/2013,2177.75,CA2144
0,4/18/2013,2177.75,CA2144
0,5/10/2013,2344.95,CA2144
14,5/24/2013,2344.95,CA2144
0,5/24/2013,2344.95,CA2144
23,5/26/2013,2344.95,CA2144
0,4/15/2013,2177.75,CA2144
6,5/25/2013,2344.95,CA2144
36,5/24/2013,2177.75,CA2144
0,5/4/2013,2344.95,CA2144
0,5/8/2013,2344.95,CA2144
0,4/26/2013,2177.75,CA2144
6,5/15/2013,2177.75,CA2144
0,5/11/2013,2177.75,CA2144
0,10/6/2013,2824.23,CA2165
0,5/12/2013,1557.83,CA2175
8,7/13/2013,1413.72,CA2178
26,9/22/2013,1413.72,CA2178
18,6/23/2013,1413.72,CA2178
20,11/16/2013,1413.72,CA2178
41,7/7/2013,1413.72,CA2178
22,5/29/2013,1413.72,CA2178
8,8/3/2013,1413.72,CA2178
0,4/12/2013,1413.72,CA2178
88,7/14/2013,1413.72,CA2178
28,7/17/2013,1413.72,CA2178
12,9/29/2013,1413.72,CA2178
60,7/11/2013,1413.72,CA2178
24,5/30/2013,1413.72,CA2178
0,5/9/2013,1413.72,CA2178
0,5/9/2013,1413.72,CA2178
0,5/8/2013,1413.72,CA2178
0,5/8/2013,1413.72,CA2178
44,8/16/2013,1413.72,CA2178
0,5/5/2013,2475.64,CA2178
0,4/12/2013,2475.64,CA2178
0,4/11/2013,2475.64,CA2178
0,4/14/2013,2475.64,CA2178
0,4/13/2013,2475.64,CA2178
0,4/20/2013,2475.64,CA2178
0,4/20/2013,2475.64,CA2178
0,5/10/2013,1413.72,CA2178
261,1/5/2014,2475.64,CA2178
199,1/19/2014,2475.64,CA2178
149,2/2/2014,2475.64,CA2178
0,6/7/2013,1413.72,CA2178
17,6/8/2013,1413.72,CA2178
2,6/15/2013,1413.72,CA2178
0,4/23/2013,2475.64,CA2178
0,4/21/2013,2475.64,CA2178
0,4/14/2013,2475.64,CA2178
0,4/24/2013,2475.64,CA2178
0,4/25/2013,2475.64,CA2178
0,5/3/2013,2475.64,CA2178
0,5/4/2013,2475.64,CA2178
0,5/4/2013,2475.64,CA2178
0,4/21/2013,1413.72,CA2178
12,7/29/2013,1413.72,CA2178
96,7/14/2013,1413.72,CA2178
74,7/20/2013,1413.72,CA2178
8,9/11/2013,1413.72,CA2178
5577,7/28/2013,2475.64,CA2178
4492,8/3/2013,2475.64,CA2178
4198,7/23/2013,2475.64,CA2178
4259,8/20/2013,2475.64,CA2178
4292,8/21/2013,2475.64,CA2178
4303,8/7/2013,2475.64,CA2178
4297,8/8/2013,2475.64,CA2178
4319,8/4/2013,2475.64,CA2178
4376,8/6/2013,2475.64,CA2178
4390,7/20/2013,2475.64,CA2178
4377,8/18/2013,2475.64,CA2178
4270,8/18/2013,2475.64,CA2178
4369,8/17/2013,2475.64,CA2178
4256,8/21/2013,2475.64,CA2178
4392,8/4/2013,2475.64,CA2178
4125,7/24/2013,2475.64,CA2178
4091,8/2/2013,2475.64,CA2178
4151,7/21/2013,2475.64,CA2178
4290,7/21/2013,2475.64,CA2178
4894,5/31/2013,2475.64,CA2178
3882,7/24/2013,2475.64,CA2178
3851,6/21/2013,2475.64,CA2178
5093,5/30/2013,2475.64,CA2178
3638,5/19/2013,2475.64,CA2178
3550,5/18/2013,2475.64,CA2178
4399,9/22/2013,2475.64,CA2178
6546,6/15/2013,2475.64,CA2178
3936,7/3/2013,2475.64,CA2178
4312,9/4/2013,2475.64,CA2178
4273,6/22/2013,2475.64,CA2178
6349,6/15/2013,2475.64,CA2178
3539,5/22/2013,2475.64,CA2178
4348,9/3/2013,2475.64,CA2178
4122,5/16/2013,2475.64,CA2178
3977,6/19/2013,2475.64,CA2178
3156,5/15/2013,2475.64,CA2178
5194,7/7/2013,2475.64,CA2178
4428,7/6/2013,2475.64,CA2178
4511,9/8/2013,2475.64,CA2178
4376,6/5/2013,2475.64,CA2178
4274,9/24/2013,2475.64,CA2178
3144,5/18/2013,2475.64,CA2178
4029,6/23/2013,2475.64,CA2178
4375,9/5/2013,2475.64,CA2178
4287,9/8/2013,2475.64,CA2178
4208,7/4/2013,2475.64,CA2178
4464,7/7/2013,2475.64,CA2178
4792,7/5/2013,2475.64,CA2178
4177,6/2/2013,2475.64,CA2178
4211,6/1/2013,2475.64,CA2178
4329,6/5/2013,2475.64,CA2178
4387,6/4/2013,2475.64,CA2178
4322,9/6/2013,2475.64,CA2178
4301,6/20/2013,2475.64,CA2178
6920,6/16/2013,2475.64,CA2178
4101,5/22/2013,2475.64,CA2178
4494,9/22/2013,2475.64,CA2178
4375,9/7/2013,2475.64,CA2178
4284,9/25/2013,2475.64,CA2178
3876,6/2/2013,2475.64,CA2178
4418,9/21/2013,2475.64,CA2178
4226,6/18/2013,2475.64,CA2178
4197,9/25/2013,2475.64,CA2178
4085,6/23/2013,2475.64,CA2178
2889,5/14/2013,2475.64,CA2178
2402,5/17/2013,2475.64,CA2178
0,4/25/2013,2144.13,CA2229
0,5/10/2013,2144.13,CA2229
0,5/23/2013,2144.13,CA2229
0,4/15/2013,2144.13,CA2229
0,7/28/2013,2144.13,CA2229
0,6/1/2013,2144.13,CA2229
0,6/9/2013,2144.13,CA2229
2,5/19/2013,2144.13,CA2229
0,4/23/2013,2144.13,CA2229
0,4/26/2013,2144.13,CA2229
0,4/20/2013,2144.13,CA2229
0,4/21/2013,2144.13,CA2229
0,5/11/2013,2144.13,CA2229
20,5/17/2013,2144.13,CA2229
0,4/15/2013,1344.32,CA2235
0,4/27/2013,1344.32,CA2235
11,5/20/2013,1344.32,CA2235
0,4/14/2013,1344.32,CA2235
0,4/14/2013,430.2,CA2293
8,5/23/2013,430.2,CA2293
8,5/30/2013,430.2,CA2293
0,6/25/2013,2810.11,CA2300
0,5/3/2013,1548.31,CA2316
0,5/5/2013,1548.31,CA2316
30,5/23/2013,1548.31,CA2316
8,6/3/2013,1641.74,CA2318
8,5/18/2013,1337.5,CA2347
0,5/19/2013,1337.5,CA2347
0,5/18/2013,1337.5,CA2347
0,10/18/2013,2653.42,CA2361
12,7/28/2013,2653.42,CA2361
19,6/3/2013,2653.42,CA2361
96,5/19/2013,2653.42,CA2361
56,8/4/2013,2653.42,CA2361
54,9/21/2013,2653.42,CA2361
73,5/18/2013,2653.42,CA2361
71,8/29/2013,2653.42,CA2361
0,4/27/2013,2653.42,CA2361
0,4/28/2013,2653.42,CA2361
0,4/29/2013,2653.42,CA2361
64,8/25/2013,2653.42,CA2361
138,6/16/2013,2653.42,CA2361
389,8/17/2013,2653.42,CA2361
13,7/21/2013,2653.42,CA2361
380,6/7/2013,2653.42,CA2361
156,7/27/2013,2653.42,CA2361
141,11/2/2013,2653.42,CA2361
125,8/24/2013,2653.42,CA2361
293,7/18/2013,2653.42,CA2361
237,6/22/2013,2653.42,CA2361
125,6/15/2013,2653.42,CA2361
82,5/20/2013,2225.41,CA2365
0,9/10/2013,2225.41,CA2365
682,11/30/2013,2950.94,CA2365
648,9/7/2013,2950.94,CA2365
621,9/14/2013,2950.94,CA2365
637,9/21/2013,2950.94,CA2365
657,10/10/2013,2950.94,CA2365
119,9/7/2013,2950.94,CA2365
10,6/1/2013,2225.41,CA2365
0,4/19/2013,2225.41,CA2365
0,4/13/2013,2950.94,CA2365
0,5/5/2013,2225.41,CA2365
5,5/19/2013,2225.41,CA2365
0,4/28/2013,2950.94,CA2365
22,8/27/2013,2225.41,CA2365
0,5/3/2013,2950.94,CA2365
0,4/19/2013,2950.94,CA2365
621,10/26/2013,2950.94,CA2365
696,11/16/2013,2950.94,CA2365
1393,9/4/2013,2950.94,CA2365
20,8/1/2013,2225.41,CA2365
0,8/18/2013,1880.2,CA2398
4,8/17/2013,1880.2,CA2398
2,8/22/2013,1880.2,CA2398
0,8/21/2013,1880.2,CA2398
0,8/20/2013,1880.2,CA2398
0,4/20/2013,1310.03,CA2409
0,11/17/2013,2957.46,CA2467
34,9/7/2013,2957.46,CA2467
27,9/8/2013,2957.46,CA2467
0,5/6/2013,2957.46,CA2467
0,12/1/2013,2957.46,CA2467
0,4/30/2013,2957.46,CA2467
0,4/27/2013,2957.46,CA2467
0,5/1/2013,2957.46,CA2467
0,5/1/2013,2957.46,CA2467
0,4/17/2013,2957.46,CA2467
0,4/27/2013,2957.46,CA2467
0,4/14/2013,2957.46,CA2467
0,4/16/2013,2957.46,CA2467
0,4/13/2013,2957.46,CA2467
0,4/13/2013,2957.46,CA2467
1242,5/18/2013,2957.46,CA2467
0,4/27/2013,2957.46,CA2467
0,5/3/2013,2957.46,CA2467
952,9/1/2013,2957.46,CA2467
668,8/31/2013,2957.46,CA2467
1051,9/4/2013,2957.46,CA2467
744,9/2/2013,2957.46,CA2467
646,9/7/2013,2957.46,CA2467
946,9/18/2013,2957.46,CA2467
826,9/21/2013,2957.46,CA2467
830,7/31/2013,2957.46,CA2467
968,8/3/2013,2957.46,CA2467
1769,8/3/2013,2957.46,CA2467
617,8/14/2013,2957.46,CA2467
594,8/20/2013,2957.46,CA2467
591,8/21/2013,2957.46,CA2467
904,7/27/2013,2957.46,CA2467
622,7/26/2013,2957.46,CA2467
1724,7/4/2013,2957.46,CA2467
1814,7/4/2013,2957.46,CA2467
831,7/28/2013,2957.46,CA2467
1102,7/27/2013,2957.46,CA2467
712,6/2/2013,2957.46,CA2467
1121,6/26/2013,2957.46,CA2467
0,4/29/2013,2957.46,CA2467
0,5/3/2013,2957.46,CA2467
0,4/17/2013,2957.46,CA2467
0,4/26/2013,2957.46,CA2467
0,4/28/2013,2957.46,CA2467
761,8/4/2013,2957.46,CA2467
628,8/18/2013,2957.46,CA2467
647,8/17/2013,2957.46,CA2467
577,8/15/2013,2957.46,CA2467
705,9/1/2013,2957.46,CA2467
597,9/6/2013,2957.46,CA2467
658,9/8/2013,2957.46,CA2467
636,9/7/2013,2957.46,CA2467
610,9/17/2013,2957.46,CA2467
701,9/22/2013,2957.46,CA2467
663,9/21/2013,2957.46,CA2467
609,9/18/2013,2957.46,CA2467
642,9/4/2013,2957.46,CA2467
586,9/20/2013,2957.46,CA2467
601,7/30/2013,2957.46,CA2467
666,7/31/2013,2957.46,CA2467
795,8/15/2013,2957.46,CA2467
1120,8/18/2013,2957.46,CA2467
1634,5/29/2013,2957.46,CA2467
1366,6/6/2013,2957.46,CA2467
1715,5/20/2013,2957.46,CA2467
1174,6/2/2013,2957.46,CA2467
1348,6/17/2013,2957.46,CA2467
773,6/1/2013,2957.46,CA2467
